,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,CO(GT)_to_float,C6H6(GT)_to_float,T_to_float,RH_to_float,AH_to_float
4743,24/09/2004,09.00.00,5.6,1583.0,-200.0,29.4,1538.0,803.0,461.0,160.0,2214.0,1788.0,23.0,56.4,1.5614,2004-09-24 09:00:00,5.6,29.4,23.0,56.4,1.5614
4744,24/09/2004,10.00.00,3.4,1338.0,-200.0,20.3,1305.0,539.0,543.0,138.0,1929.0,1521.0,25.1,49.5,1.5572,2004-09-24 10:00:00,3.4,20.3,25.1,49.5,1.5572
4745,24/09/2004,11.00.00,3.2,1285.0,-200.0,18.4,1252.0,364.0,581.0,134.0,1866.0,1293.0,26.6,44.3,1.5229,2004-09-24 11:00:00,3.2,18.4,26.6,44.3,1.5229
4746,24/09/2004,12.00.00,3.7,1376.0,-200.0,22.3,1359.0,422.0,530.0,143.0,1998.0,1435.0,26.2,46.0,1.5422,2004-09-24 12:00:00,3.7,22.3,26.2,46.0,1.5422
4747,24/09/2004,13.00.00,4.6,1467.0,-200.0,26.9,1477.0,483.0,491.0,153.0,2114.0,1592.0,25.4,48.7,1.5594,2004-09-24 13:00:00,4.6,26.9,25.4,48.7,1.5594
4748,24/09/2004,14.00.00,4.2,1442.0,-200.0,24.0,1403.0,496.0,518.0,145.0,2026.0,1551.0,25.6,48.3,1.558,2004-09-24 14:00:00,4.2,24.0,25.6,48.3,1.558
4749,24/09/2004,15.00.00,3.3,1358.0,-200.0,19.3,1277.0,403.0,563.0,123.0,1892.0,1429.0,25.7,47.8,1.5548,2004-09-24 15:00:00,3.3,19.3,25.7,47.8,1.5548
4750,24/09/2004,16.00.00,2.7,1222.0,-200.0,14.5,1133.0,282.0,624.0,96.0,1698.0,1195.0,24.9,49.2,1.5251,2004-09-24 16:00:00,2.7,14.5,24.9,49.2,1.5251
4751,24/09/2004,17.00.00,2.2,1134.0,-200.0,11.1,1017.0,268.0,724.0,107.0,1632.0,981.0,18.3,75.4,1.5682,2004-09-24 17:00:00,2.2,11.1,18.3,75.4,1.5682
4752,24/09/2004,18.00.00,2.8,1120.0,-200.0,10.4,993.0,306.0,725.0,119.0,1565.0,962.0,16.3,73.9,1.3601,2004-09-24 18:00:00,2.8,10.4,16.3,73.9,1.3601
4753,24/09/2004,19.00.00,2.9,1103.0,-200.0,10.5,997.0,293.0,736.0,109.0,1552.0,914.0,15.6,75.7,1.3345,2004-09-24 19:00:00,2.9,10.5,15.6,75.7,1.3345
4754,24/09/2004,20.00.00,2.0,985.0,-200.0,5.8,805.0,240.0,895.0,107.0,1390.0,785.0,15.4,76.6,1.3334,2004-09-24 20:00:00,2.0,5.8,15.4,76.6,1.3334
4755,24/09/2004,21.00.00,0.7,795.0,-200.0,2.2,596.0,93.0,1227.0,57.0,1188.0,482.0,14.0,75.4,1.1988,2004-09-24 21:00:00,0.7,2.2,14.0,75.4,1.1988
4756,24/09/2004,22.00.00,0.6,787.0,-200.0,2.0,584.0,99.0,1317.0,60.0,1129.0,446.0,14.9,60.5,1.0213,2004-09-24 22:00:00,0.6,2.0,14.9,60.5,1.0213
4757,24/09/2004,23.00.00,1.2,839.0,-200.0,3.8,701.0,55.0,1128.0,22.0,1156.0,553.0,15.5,50.9,0.888,2004-09-24 23:00:00,1.2,3.8,15.5,50.9,0.888
4758,25/09/2004,00.00.00,1.2,835.0,-200.0,3.9,705.0,19.0,1117.0,2.0,1161.0,592.0,15.6,50.0,0.8773,2004-09-25 00:00:00,1.2,3.9,15.6,50.0,0.8773
4759,25/09/2004,01.00.00,1.1,837.0,-200.0,3.7,693.0,26.0,1096.0,7.0,1178.0,584.0,15.4,53.6,0.9326,2004-09-25 01:00:00,1.1,3.7,15.4,53.6,0.9326
4760,25/09/2004,02.00.00,0.6,761.0,-200.0,1.7,563.0,26.0,1316.0,8.0,1106.0,451.0,15.4,53.9,0.9334,2004-09-25 02:00:00,0.6,1.7,15.4,53.9,0.9334
4761,25/09/2004,03.00.00,0.3,718.0,-200.0,1.0,499.0,34.0,1495.0,17.5,1059.0,382.0,15.3,52.4,0.9017,2004-09-25 03:00:00,0.3,1.0,15.3,52.4,0.9017
4762,25/09/2004,04.00.00,0.3,724.0,-200.0,1.0,495.0,42.0,1531.0,27.0,1071.0,391.0,15.3,53.1,0.9181,2004-09-25 04:00:00,0.3,1.0,15.3,53.1,0.9181
4763,25/09/2004,05.00.00,0.3,718.0,-200.0,0.9,486.0,32.0,1531.0,14.0,1072.0,398.0,15.4,53.7,0.9295,2004-09-25 05:00:00,0.3,0.9,15.4,53.7,0.9295
4764,25/09/2004,06.00.00,0.4,744.0,-200.0,1.3,525.0,25.0,1434.0,3.0,1097.0,430.0,15.5,53.3,0.9308,2004-09-25 06:00:00,0.4,1.3,15.5,53.3,0.9308
4765,25/09/2004,07.00.00,0.6,782.0,-200.0,2.1,591.0,28.0,1287.0,9.0,1130.0,461.0,15.4,52.7,0.9178,2004-09-25 07:00:00,0.6,2.1,15.4,52.7,0.9178
4766,25/09/2004,08.00.00,0.7,798.0,-200.0,2.5,619.0,41.0,1204.0,14.0,1138.0,500.0,15.7,51.1,0.9056,2004-09-25 08:00:00,0.7,2.5,15.7,51.1,0.9056
4767,25/09/2004,09.00.00,1.0,867.0,-200.0,4.6,744.0,130.0,1067.0,52.0,1207.0,594.0,16.9,47.7,0.9142,2004-09-25 09:00:00,1.0,4.6,16.9,47.7,0.9142
4768,25/09/2004,10.00.00,1.1,862.0,-200.0,4.3,729.0,173.0,1103.0,64.0,1171.0,603.0,18.2,41.9,0.8674,2004-09-25 10:00:00,1.1,4.3,18.2,41.9,0.8674
4769,25/09/2004,11.00.00,1.5,915.0,-200.0,6.5,834.0,168.0,1006.0,66.0,1243.0,686.0,19.1,37.0,0.8104,2004-09-25 11:00:00,1.5,6.5,19.1,37.0,0.8104
4770,25/09/2004,12.00.00,1.4,857.0,-200.0,6.0,813.0,51.0,1040.0,14.0,1183.0,622.0,19.3,34.8,0.771,2004-09-25 12:00:00,1.4,6.0,19.3,34.8,0.771
4771,25/09/2004,13.00.00,1.4,837.0,-200.0,6.0,812.0,31.0,1065.0,9.0,1171.0,624.0,19.8,31.2,0.7127,2004-09-25 13:00:00,1.4,6.0,19.8,31.2,0.7127
4772,25/09/2004,14.00.00,1.0,805.0,-200.0,4.5,740.0,41.0,1161.0,12.0,1117.0,565.0,19.8,31.1,0.7104,2004-09-25 14:00:00,1.0,4.5,19.8,31.1,0.7104
4773,25/09/2004,15.00.00,0.9,781.0,-200.0,3.9,705.0,41.0,1203.0,14.0,1068.0,514.0,20.2,28.6,0.6717,2004-09-25 15:00:00,0.9,3.9,20.2,28.6,0.6717
4774,25/09/2004,16.00.00,1.1,815.0,-200.0,4.6,743.0,54.0,1183.0,21.0,1095.0,536.0,22.1,24.8,0.6514,2004-09-25 16:00:00,1.1,4.6,22.1,24.8,0.6514
4775,25/09/2004,17.00.00,1.3,877.0,-200.0,6.7,844.0,112.0,1048.0,43.0,1193.0,669.0,21.1,27.7,0.6853,2004-09-25 17:00:00,1.3,6.7,21.1,27.7,0.6853
4776,25/09/2004,18.00.00,1.8,926.0,-200.0,8.9,935.0,178.0,931.0,62.0,1262.0,786.0,20.1,30.3,0.7045,2004-09-25 18:00:00,1.8,8.9,20.1,30.3,0.7045
4777,25/09/2004,19.00.00,2.4,987.0,-200.0,9.8,971.0,218.0,876.0,68.0,1312.0,891.0,19.5,33.0,0.7384,2004-09-25 19:00:00,2.4,9.8,19.5,33.0,0.7384
4778,25/09/2004,20.00.00,2.7,1004.0,-200.0,10.8,1007.0,241.0,848.0,81.0,1321.0,926.0,19.3,32.3,0.7163,2004-09-25 20:00:00,2.7,10.8,19.3,32.3,0.7163
4779,25/09/2004,21.00.00,1.7,897.0,-200.0,7.4,875.0,223.0,937.0,88.0,1227.0,902.0,18.4,33.2,0.6975,2004-09-25 21:00:00,1.7,7.4,18.4,33.2,0.6975
4780,25/09/2004,22.00.00,2.2,1002.0,-200.0,10.3,989.0,279.0,840.0,99.0,1358.0,1011.0,17.8,36.5,0.7366,2004-09-25 22:00:00,2.2,10.3,17.8,36.5,0.7366
4781,25/09/2004,23.00.00,2.8,1126.0,-200.0,13.8,1111.0,330.0,746.0,98.0,1473.0,1249.0,17.8,39.9,0.8035,2004-09-25 23:00:00,2.8,13.8,17.8,39.9,0.8035
4782,26/09/2004,00.00.00,2.4,1067.0,-200.0,10.9,1013.0,330.0,794.0,97.0,1350.0,1133.0,17.0,43.0,0.8242,2004-09-26 00:00:00,2.4,10.9,17.0,43.0,0.8242
4783,26/09/2004,01.00.00,2.5,1063.0,-200.0,11.7,1040.0,341.0,739.0,101.0,1413.0,1166.0,15.5,52.2,0.9136,2004-09-26 01:00:00,2.5,11.7,15.5,52.2,0.9136
4784,26/09/2004,02.00.00,1.4,915.0,-200.0,7.8,893.0,205.0,872.0,90.0,1287.0,953.0,15.6,51.9,0.9135,2004-09-26 02:00:00,1.4,7.8,15.6,51.9,0.9135
4785,26/09/2004,03.00.00,1.4,906.0,-200.0,7.7,885.0,167.5,872.0,75.5,1304.0,912.0,13.5,59.4,0.9176,2004-09-26 03:00:00,1.4,7.7,13.5,59.4,0.9176
4786,26/09/2004,04.00.00,1.15,844.0,-200.0,5.5,786.0,130.0,969.0,61.0,1226.0,831.0,13.4,59.9,0.9173,2004-09-26 04:00:00,,5.5,13.4,59.9,0.9173
4787,26/09/2004,05.00.00,0.9,816.0,-200.0,4.5,739.0,102.0,999.0,55.0,1188.0,793.0,12.5,63.2,0.9146,2004-09-26 05:00:00,0.9,4.5,12.5,63.2,0.9146
4788,26/09/2004,06.00.00,0.6,768.0,-200.0,3.3,671.0,79.0,1128.0,46.0,1153.0,700.0,13.6,57.6,0.8941,2004-09-26 06:00:00,0.6,3.3,13.6,57.6,0.8941
4789,26/09/2004,07.00.00,1.0,835.0,-200.0,5.4,785.0,148.0,989.0,56.0,1224.0,780.0,12.2,63.2,0.8964,2004-09-26 07:00:00,1.0,5.4,12.2,63.2,0.8964
4790,26/09/2004,08.00.00,1.6,944.0,-200.0,8.2,908.0,261.0,865.0,83.0,1321.0,931.0,14.6,56.4,0.9319,2004-09-26 08:00:00,1.6,8.2,14.6,56.4,0.9319
4791,26/09/2004,09.00.00,0.9,810.0,-200.0,3.0,651.0,107.0,1170.0,55.0,1117.0,575.0,19.8,38.6,0.8831,2004-09-26 09:00:00,0.9,3.0,19.8,38.6,0.8831
4792,26/09/2004,10.00.00,0.9,819.0,-200.0,3.0,655.0,103.0,1222.0,47.0,1104.0,507.0,21.6,33.4,0.8519,2004-09-26 10:00:00,0.9,3.0,21.6,33.4,0.8519
4793,26/09/2004,11.00.00,1.0,844.0,-200.0,3.5,680.0,122.0,1147.0,61.0,1129.0,518.0,22.0,32.2,0.8407,2004-09-26 11:00:00,1.0,3.5,22.0,32.2,0.8407
4794,26/09/2004,12.00.00,1.0,846.0,-200.0,3.6,688.0,127.0,1127.0,58.0,1138.0,518.0,22.7,30.2,0.8217,2004-09-26 12:00:00,1.0,3.6,22.7,30.2,0.8217
4795,26/09/2004,13.00.00,0.9,842.0,-200.0,4.0,711.0,110.0,1077.0,59.0,1160.0,516.0,22.3,30.4,0.8063,2004-09-26 13:00:00,0.9,4.0,22.3,30.4,0.8063
4796,26/09/2004,14.00.00,0.9,840.0,-200.0,4.2,722.0,98.0,1048.0,54.0,1169.0,507.0,22.1,30.5,0.7981,2004-09-26 14:00:00,0.9,4.2,22.1,30.5,0.7981
4797,26/09/2004,15.00.00,0.9,815.0,-200.0,3.1,657.0,146.0,1166.0,69.0,1098.0,490.0,22.1,29.5,0.7761,2004-09-26 15:00:00,0.9,3.1,22.1,29.5,0.7761
4798,26/09/2004,16.00.00,0.9,838.0,-200.0,3.5,685.0,119.0,1176.0,54.0,1121.0,465.0,23.4,27.1,0.7681,2004-09-26 16:00:00,0.9,3.5,23.4,27.1,0.7681
4799,26/09/2004,17.00.00,2.7,992.0,-200.0,10.3,987.0,234.0,823.0,95.0,1327.0,781.0,23.1,27.0,0.7538,2004-09-26 17:00:00,2.7,10.3,23.1,27.0,0.7538
4800,26/09/2004,18.00.00,2.2,990.0,-200.0,7.8,891.0,261.0,908.0,99.0,1278.0,765.0,21.5,31.4,0.7943,2004-09-26 18:00:00,2.2,7.8,21.5,31.4,0.7943
4801,26/09/2004,19.00.00,3.3,1066.0,-200.0,10.7,1004.0,371.0,795.0,127.0,1384.0,1006.0,20.3,35.5,0.833,2004-09-26 19:00:00,3.3,10.7,20.3,35.5,0.833
4802,26/09/2004,20.00.00,2.1,971.0,-200.0,7.3,870.0,266.0,911.0,98.0,1287.0,798.0,19.6,36.3,0.8193,2004-09-26 20:00:00,2.1,7.3,19.6,36.3,0.8193
4803,26/09/2004,21.00.00,1.8,963.0,-200.0,7.7,887.0,268.0,853.0,112.0,1311.0,938.0,18.7,39.7,0.8482,2004-09-26 21:00:00,1.8,7.7,18.7,39.7,0.8482
4804,26/09/2004,22.00.00,1.9,1010.0,-200.0,8.6,925.0,294.0,829.0,115.0,1351.0,996.0,18.0,42.7,0.8745,2004-09-26 22:00:00,1.9,8.6,18.0,42.7,0.8745
4805,26/09/2004,23.00.00,2.3,1054.0,-200.0,10.0,978.0,303.0,768.0,114.0,1398.0,1109.0,17.1,47.6,0.9208,2004-09-26 23:00:00,2.3,10.0,17.1,47.6,0.9208
4806,27/09/2004,00.00.00,1.9,998.0,-200.0,8.5,920.0,241.0,802.0,103.0,1365.0,1042.0,16.6,51.3,0.9634,2004-09-27 00:00:00,1.9,8.5,16.6,51.3,0.9634
4807,27/09/2004,01.00.00,1.3,919.0,-200.0,5.8,802.0,142.0,891.0,81.0,1265.0,940.0,15.9,55.2,0.9881,2004-09-27 01:00:00,1.3,5.8,15.9,55.2,0.9881
4808,27/09/2004,02.00.00,1.0,884.0,-200.0,5.0,764.0,110.0,921.0,75.0,1247.0,900.0,14.9,58.9,0.9891,2004-09-27 02:00:00,1.0,5.0,14.9,58.9,0.9891
4809,27/09/2004,03.00.00,0.6,803.0,-200.0,2.9,648.0,107.0,1079.0,69.5,1178.0,774.0,14.1,61.0,0.9799,2004-09-27 03:00:00,0.6,2.9,14.1,61.0,0.9799
4810,27/09/2004,04.00.00,0.6,820.0,-200.0,3.4,674.0,104.0,1024.0,64.0,1188.0,790.0,14.0,62.6,0.9948,2004-09-27 04:00:00,0.6,3.4,14.0,62.6,0.9948
4811,27/09/2004,05.00.00,0.9,894.0,-200.0,5.6,794.0,179.0,889.0,71.0,1266.0,908.0,14.1,61.7,0.9844,2004-09-27 05:00:00,0.9,5.6,14.1,61.7,0.9844
4812,27/09/2004,06.00.00,1.5,988.0,-200.0,9.0,941.0,361.0,801.0,99.0,1399.0,1035.0,14.4,60.3,0.9802,2004-09-27 06:00:00,1.5,9.0,14.4,60.3,0.9802
4813,27/09/2004,07.00.00,5.5,1372.0,-200.0,26.9,1477.0,799.0,542.0,132.0,1973.0,1556.0,15.0,57.7,0.9778,2004-09-27 07:00:00,5.5,26.9,15.0,57.7,0.9778
4814,27/09/2004,08.00.00,4.0,1209.0,-200.0,18.8,1262.0,614.0,618.0,135.0,1708.0,1392.0,16.9,50.3,0.958,2004-09-27 08:00:00,4.0,18.8,16.9,50.3,0.958
4815,27/09/2004,09.00.00,1.8,951.0,-200.0,8.2,908.0,275.0,873.0,94.0,1314.0,904.0,19.7,40.2,0.9108,2004-09-27 09:00:00,1.8,8.2,19.7,40.2,0.9108
4816,27/09/2004,10.00.00,1.9,992.0,-200.0,9.1,943.0,325.0,847.0,103.0,1351.0,936.0,22.2,33.6,0.8886,2004-09-27 10:00:00,1.9,9.1,22.2,33.6,0.8886
4817,27/09/2004,11.00.00,1.7,964.0,-200.0,9.2,947.0,327.0,862.0,123.0,1328.0,907.0,23.7,29.6,0.8537,2004-09-27 11:00:00,1.7,9.2,23.7,29.6,0.8537
4818,27/09/2004,12.00.00,1.6,917.0,-200.0,8.3,910.0,252.0,886.0,95.0,1275.0,744.0,21.9,30.7,0.7961,2004-09-27 12:00:00,1.6,8.3,21.9,30.7,0.7961
4819,27/09/2004,13.00.00,1.9,937.0,-200.0,9.1,942.0,226.0,852.0,90.0,1276.0,773.0,22.3,29.5,0.7838,2004-09-27 13:00:00,1.9,9.1,22.3,29.5,0.7838
4820,27/09/2004,14.00.00,1.6,961.0,-200.0,9.2,949.0,230.0,853.0,99.0,1306.0,812.0,23.8,27.0,0.7845,2004-09-27 14:00:00,1.6,9.2,23.8,27.0,0.7845
4821,27/09/2004,15.00.00,1.8,969.0,-200.0,9.6,962.0,244.0,829.0,107.0,1316.0,856.0,23.3,28.3,0.8012,2004-09-27 15:00:00,1.8,9.6,23.3,28.3,0.8012
4822,27/09/2004,16.00.00,2.0,1020.0,-200.0,11.8,1042.0,251.0,788.0,112.0,1401.0,927.0,24.2,27.2,0.8128,2004-09-27 16:00:00,2.0,11.8,24.2,27.2,0.8128
4823,27/09/2004,17.00.00,3.1,1107.0,-200.0,17.3,1219.0,346.0,683.0,132.0,1582.0,1131.0,25.1,25.8,0.8065,2004-09-27 17:00:00,3.1,17.3,25.1,25.8,0.8065
4824,27/09/2004,18.00.00,3.9,1119.0,-200.0,17.8,1233.0,407.0,670.0,148.0,1539.0,1270.0,22.3,29.2,0.7773,2004-09-27 18:00:00,3.9,17.8,22.3,29.2,0.7773
4825,27/09/2004,19.00.00,4.3,1173.0,-200.0,20.9,1322.0,490.0,633.0,158.0,1679.0,1365.0,20.8,32.5,0.7873,2004-09-27 19:00:00,4.3,20.9,20.8,32.5,0.7873
4826,27/09/2004,20.00.00,3.5,1097.0,-200.0,14.9,1144.0,434.0,702.0,145.0,1517.0,1274.0,19.1,36.8,0.8066,2004-09-27 20:00:00,3.5,14.9,19.1,36.8,0.8066
4827,27/09/2004,21.00.00,2.4,1018.0,-200.0,11.3,1024.0,345.0,758.0,128.0,1400.0,1169.0,18.1,39.9,0.8232,2004-09-27 21:00:00,2.4,11.3,18.1,39.9,0.8232
4828,27/09/2004,22.00.00,1.5,932.0,-200.0,8.4,914.0,192.0,837.0,105.0,1298.0,1000.0,17.4,42.8,0.8463,2004-09-27 22:00:00,1.5,8.4,17.4,42.8,0.8463
4829,27/09/2004,23.00.00,1.3,897.0,-200.0,6.8,849.0,157.0,891.0,90.0,1253.0,910.0,16.7,46.6,0.8793,2004-09-27 23:00:00,1.3,6.8,16.7,46.6,0.8793
4830,28/09/2004,00.00.00,1.0,840.0,-200.0,4.9,758.0,148.0,994.0,85.0,1189.0,829.0,17.1,46.8,0.9054,2004-09-28 00:00:00,1.0,4.9,17.1,46.8,0.9054
4831,28/09/2004,01.00.00,0.8,802.0,-200.0,3.5,680.0,105.0,1091.0,73.0,1137.0,756.0,15.3,51.9,0.8982,2004-09-28 01:00:00,0.8,3.5,15.3,51.9,0.8982
4832,28/09/2004,02.00.00,0.5,765.0,-200.0,2.8,637.0,141.0,1138.0,74.0,1113.0,742.0,15.0,52.8,0.8929,2004-09-28 02:00:00,0.5,2.8,15.0,52.8,0.8929
4833,28/09/2004,03.00.00,0.4,741.0,-200.0,2.1,595.0,124.0,1191.0,67.5,1080.0,686.0,14.4,54.5,0.8887,2004-09-28 03:00:00,0.4,2.1,14.4,54.5,0.8887
4834,28/09/2004,04.00.00,0.5,748.0,-200.0,2.2,595.0,107.0,1208.0,61.0,1089.0,677.0,12.8,59.8,0.8801,2004-09-28 04:00:00,0.5,2.2,12.8,59.8,0.8801
4835,28/09/2004,05.00.00,0.7,791.0,-200.0,3.9,704.0,166.0,1057.0,69.0,1154.0,748.0,11.9,62.7,0.8726,2004-09-28 05:00:00,0.7,3.9,11.9,62.7,0.8726
4836,28/09/2004,06.00.00,1.2,875.0,-200.0,7.3,871.0,241.0,890.0,82.0,1253.0,890.0,12.1,62.6,0.8825,2004-09-28 06:00:00,1.2,7.3,12.1,62.6,0.8825
4837,28/09/2004,07.00.00,2.4,1085.0,-200.0,15.5,1164.0,368.0,707.0,120.0,1503.0,1155.0,13.5,58.2,0.8944,2004-09-28 07:00:00,2.4,15.5,13.5,58.2,0.8944
4838,28/09/2004,08.00.00,4.3,1268.0,-200.0,27.1,1482.0,498.0,550.0,135.0,1849.0,1533.0,14.4,55.7,0.9087,2004-09-28 08:00:00,4.3,27.1,14.4,55.7,0.9087
4839,28/09/2004,09.00.00,4.1,1236.0,-200.0,21.3,1332.0,641.0,601.0,152.0,1683.0,1550.0,17.8,45.7,0.9224,2004-09-28 09:00:00,4.1,21.3,17.8,45.7,0.9224
4840,28/09/2004,10.00.00,3.7,1274.0,-200.0,19.9,1294.0,667.0,615.0,177.0,1595.0,2236.0,21.0,37.2,0.9155,2004-09-28 10:00:00,3.7,19.9,21.0,37.2,0.9155
4841,28/09/2004,11.00.00,3.4,1250.0,-200.0,19.4,1280.0,550.0,618.0,181.0,1663.0,2178.0,24.5,29.8,0.9008,2004-09-28 11:00:00,3.4,19.4,24.5,29.8,0.9008
4842,28/09/2004,12.00.00,3.8,1224.0,-200.0,21.8,1347.0,483.0,602.0,176.0,1670.0,1901.0,26.4,26.4,0.8969,2004-09-28 12:00:00,3.8,21.8,26.4,26.4,0.8969
4843,28/09/2004,13.00.00,4.1,1220.0,-200.0,21.7,1344.0,524.0,605.0,163.0,1676.0,1743.0,25.2,26.8,0.8451,2004-09-28 13:00:00,4.1,21.7,25.2,26.8,0.8451
4844,28/09/2004,14.00.00,3.4,1166.0,-200.0,18.9,1265.0,481.0,640.0,174.0,1570.0,1502.0,26.1,24.8,0.8283,2004-09-28 14:00:00,3.4,18.9,26.1,24.8,0.8283
4845,28/09/2004,15.00.00,2.3,1050.0,-200.0,13.0,1084.0,305.0,748.0,117.0,1402.0,1153.0,26.2,24.4,0.8174,2004-09-28 15:00:00,2.3,13.0,26.2,24.4,0.8174
4846,28/09/2004,16.00.00,3.2,1174.0,-200.0,18.8,1264.0,396.0,670.0,145.0,1598.0,1287.0,28.9,21.3,0.8382,2004-09-28 16:00:00,3.2,18.8,28.9,21.3,0.8382
4847,28/09/2004,17.00.00,4.8,1323.0,-200.0,26.8,1474.0,501.0,554.0,173.0,1854.0,1547.0,28.0,23.3,0.8681,2004-09-28 17:00:00,4.8,26.8,28.0,23.3,0.8681
4848,28/09/2004,18.00.00,6.7,1432.0,-200.0,36.9,1706.0,702.0,488.0,204.0,2098.0,1842.0,24.7,27.9,0.8559,2004-09-28 18:00:00,6.7,36.9,24.7,27.9,0.8559
4849,28/09/2004,19.00.00,7.5,1479.0,-200.0,39.3,1756.0,755.0,466.0,209.0,2165.0,1908.0,23.0,33.6,0.9302,2004-09-28 19:00:00,7.5,39.3,23.0,33.6,0.9302
4850,28/09/2004,20.00.00,4.5,1309.0,-200.0,23.1,1379.0,524.0,555.0,175.0,1841.0,1693.0,20.9,45.8,1.1159,2004-09-28 20:00:00,4.5,23.1,20.9,45.8,1.1159
4851,28/09/2004,21.00.00,2.1,1089.0,-200.0,11.6,1037.0,247.0,707.0,129.0,1480.0,1336.0,19.8,48.6,1.113,2004-09-28 21:00:00,2.1,11.6,19.8,48.6,1.113
4852,28/09/2004,22.00.00,1.5,1009.0,-200.0,8.3,911.0,196.0,788.0,111.0,1359.0,1177.0,19.8,47.7,1.0885,2004-09-28 22:00:00,1.5,8.3,19.8,47.7,1.0885
4853,28/09/2004,23.00.00,1.1,930.0,-200.0,5.7,796.0,135.0,883.0,85.0,1263.0,977.0,18.6,49.1,1.0435,2004-09-28 23:00:00,1.1,5.7,18.6,49.1,1.0435
4854,29/09/2004,00.00.00,1.1,929.0,-200.0,5.9,805.0,146.0,879.0,86.0,1270.0,974.0,17.2,53.9,1.0498,2004-09-29 00:00:00,1.1,5.9,17.2,53.9,1.0498
4855,29/09/2004,01.00.00,0.9,872.0,-200.0,4.1,718.0,106.0,981.0,71.0,1223.0,872.0,16.3,56.8,1.047,2004-09-29 01:00:00,0.9,4.1,16.3,56.8,1.047
4856,29/09/2004,02.00.00,0.5,790.0,-200.0,2.2,601.0,70.0,1150.0,60.0,1157.0,734.0,17.4,53.4,1.0541,2004-09-29 02:00:00,0.5,2.2,17.4,53.4,1.0541
4857,29/09/2004,03.00.00,0.4,793.0,-200.0,2.0,581.0,66.0,1169.0,54.0,1152.0,668.0,15.5,58.8,1.0309,2004-09-29 03:00:00,0.4,2.0,15.5,58.8,1.0309
4858,29/09/2004,04.00.00,0.4,789.0,-200.0,2.2,596.0,62.0,1145.0,48.0,1161.0,698.0,14.6,62.1,1.0236,2004-09-29 04:00:00,,2.2,14.6,62.1,1.0236
4859,29/09/2004,05.00.00,0.4,769.0,-200.0,2.0,586.0,60.0,1221.0,45.0,1134.0,650.0,17.1,52.5,1.013,2004-09-29 05:00:00,0.4,2.0,17.1,52.5,1.013
4860,29/09/2004,06.00.00,0.7,852.0,-200.0,4.0,713.0,92.0,1029.0,53.0,1203.0,749.0,15.2,58.3,0.9986,2004-09-29 06:00:00,0.7,4.0,15.2,58.3,0.9986
4861,29/09/2004,07.00.00,2.0,1100.0,-200.0,13.4,1097.0,277.0,739.0,94.0,1516.0,1106.0,14.9,59.2,0.9985,2004-09-29 07:00:00,2.0,13.4,14.9,59.2,0.9985
4862,29/09/2004,08.00.00,4.2,1326.0,-200.0,28.0,1504.0,600.0,510.0,122.0,1968.0,1609.0,15.1,59.0,1.0086,2004-09-29 08:00:00,4.2,28.0,15.1,59.0,1.0086
4863,29/09/2004,09.00.00,5.2,1433.0,-200.0,28.6,1518.0,693.0,499.0,170.0,1973.0,1770.0,19.0,47.8,1.0434,2004-09-29 09:00:00,5.2,28.6,19.0,47.8,1.0434
4864,29/09/2004,10.00.00,3.8,1310.0,-200.0,21.4,1334.0,617.0,573.0,174.0,1747.0,1633.0,22.4,38.8,1.04,2004-09-29 10:00:00,3.8,21.4,22.4,38.8,1.04
4865,29/09/2004,11.00.00,3.7,1304.0,-200.0,19.1,1272.0,569.0,593.0,191.0,1673.0,1583.0,25.4,33.3,1.0679,2004-09-29 11:00:00,3.7,19.1,25.4,33.3,1.0679
4866,29/09/2004,12.00.00,3.4,1286.0,-200.0,19.6,1286.0,409.0,593.0,179.0,1728.0,1449.0,27.2,30.4,1.081,2004-09-29 12:00:00,3.4,19.6,27.2,30.4,1.081
4867,29/09/2004,13.00.00,3.1,1217.0,-200.0,15.8,1175.0,335.0,621.0,148.0,1644.0,1451.0,25.5,34.8,1.1152,2004-09-29 13:00:00,3.1,15.8,25.5,34.8,1.1152
4868,29/09/2004,14.00.00,2.4,1104.0,-200.0,13.5,1099.0,290.0,698.0,129.0,1483.0,1147.0,26.4,28.5,0.9658,2004-09-29 14:00:00,2.4,13.5,26.4,28.5,0.9658
4869,29/09/2004,15.00.00,2.8,1143.0,-200.0,15.9,1176.0,312.0,677.0,148.0,1551.0,1108.0,27.7,25.1,0.9158,2004-09-29 15:00:00,2.8,15.9,27.7,25.1,0.9158
4870,29/09/2004,16.00.00,3.6,1205.0,-200.0,19.9,1295.0,440.0,626.0,184.0,1613.0,1267.0,28.6,23.2,0.8917,2004-09-29 16:00:00,3.6,19.9,28.6,23.2,0.8917
4871,29/09/2004,17.00.00,4.0,1276.0,-200.0,21.6,1340.0,450.0,597.0,188.0,1677.0,1303.0,27.2,26.3,0.9317,2004-09-29 17:00:00,4.0,21.6,27.2,26.3,0.9317
4872,29/09/2004,18.00.00,5.6,1440.0,-200.0,31.0,1573.0,578.0,491.0,204.0,1997.0,1643.0,25.3,33.0,1.0473,2004-09-29 18:00:00,5.6,31.0,25.3,33.0,1.0473
